customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,Age,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,index,transaction_id,product_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
12,Sawyere,Flattman,Male,58,21-07-1994,29,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,8,44339 Golden Leaf Alley,4557,QLD,Australia,4,14250,14250,34,24-10-2017,TRUE,Approved,Norco Bicycles,Road,high,large,774.53,$464.72,37698
12,Sawyere,Flattman,Male,58,21-07-1994,29,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,8,44339 Golden Leaf Alley,4557,QLD,Australia,4,19219,19219,28,16-09-2017,FALSE,Approved,Norco Bicycles,Standard,medium,small,1216.14,"$1,082.36",33455
13,Gabriele,Norcross,Male,38,15-02-1955,68,Developer I,Financial Services,High Net Worth,N,Yes,8,2 Sutherland Street,3799,VIC,Australia,6,8905,8905,66,16-02-2017,FALSE,Approved,Solex,Standard,medium,medium,1163.89,$589.27,35378
13,Gabriele,Norcross,Male,38,15-02-1955,68,Developer I,Financial Services,High Net Worth,N,Yes,8,2 Sutherland Street,3799,VIC,Australia,6,11839,11839,9,02-08-2017,TRUE,Approved,Norco Bicycles,Standard,medium,small,1216.14,"$1,082.36",34527
13,Gabriele,Norcross,Male,38,15-02-1955,68,Developer I,Financial Services,High Net Worth,N,Yes,8,2 Sutherland Street,3799,VIC,Australia,6,13486,13486,17,17-11-2017,FALSE,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74,37539
13,Gabriele,Norcross,Male,38,15-02-1955,68,Developer I,Financial Services,High Net Worth,N,Yes,8,2 Sutherland Street,3799,VIC,Australia,6,15101,15101,49,01-03-2017,TRUE,Approved,Solex,Standard,medium,large,1061.56,$733.58,36146
13,Gabriele,Norcross,Male,38,15-02-1955,68,Developer I,Financial Services,High Net Worth,N,Yes,8,2 Sutherland Street,3799,VIC,Australia,6,17639,17639,0,03-12-2017,TRUE,Approved,Trek Bicycles,Standard,high,medium,495.72,$297.43,41922
13,Gabriele,Norcross,Male,38,15-02-1955,68,Developer I,Financial Services,High Net Worth,N,Yes,8,2 Sutherland Street,3799,VIC,Australia,6,17763,17763,92,06-01-2017,FALSE,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14,36146
13,Gabriele,Norcross,Male,38,15-02-1955,68,Developer I,Financial Services,High Net Worth,N,Yes,8,2 Sutherland Street,3799,VIC,Australia,6,19988,19988,0,05-04-2017,TRUE,Approved,Norco Bicycles,Road,medium,medium,544.05,$376.84,42105
14,Rayshell,Kitteman,Female,85,25-03-1983,40,Account Executive,Financial Services,Affluent Customer,N,No,6,9 Mcbride Trail,2760,New South Wales,Australia,8,6044,6044,56,13-11-2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,183.86,$137.90,35707
14,Rayshell,Kitteman,Female,85,25-03-1983,40,Account Executive,Financial Services,Affluent Customer,N,No,6,9 Mcbride Trail,2760,New South Wales,Australia,8,16253,16253,68,11-05-2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,1636.9,$44.71,40410
14,Rayshell,Kitteman,Female,85,25-03-1983,40,Account Executive,Financial Services,Affluent Customer,N,No,6,9 Mcbride Trail,2760,New South Wales,Australia,8,19381,19381,23,27-10-2017,TRUE,Approved,Norco Bicycles,Mountain,low,small,688.63,$612.88,34244
15,Erroll,Radage,Male,91,13-07-2000,23,Junior Executive,Manufacturing,Mass Customer,N,No,1,9861 New Castle Avenue,2428,New South Wales,Australia,9,7896,7896,26,30-07-2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1992.93,$762.63,34115
15,Erroll,Radage,Male,91,13-07-2000,23,Junior Executive,Manufacturing,Mass Customer,N,No,1,9861 New Castle Avenue,2428,New South Wales,Australia,9,10707,10707,41,20-09-2017,TRUE,Approved,Solex,Road,medium,medium,416.98,$312.74,35560
15,Erroll,Radage,Male,91,13-07-2000,23,Junior Executive,Manufacturing,Mass Customer,N,No,1,9861 New Castle Avenue,2428,New South Wales,Australia,9,11788,11788,33,07-06-2017,TRUE,Approved,Giant Bicycles,Standard,medium,small,1311.44,"$1,167.18",33888
15,Erroll,Radage,Male,91,13-07-2000,23,Junior Executive,Manufacturing,Mass Customer,N,No,1,9861 New Castle Avenue,2428,New South Wales,Australia,9,17528,17528,2,20-01-2017,FALSE,Approved,Solex,Standard,medium,medium,71.49,$53.62,41245
15,Erroll,Radage,Male,91,13-07-2000,23,Junior Executive,Manufacturing,Mass Customer,N,No,1,9861 New Castle Avenue,2428,New South Wales,Australia,9,17963,17963,81,25-11-2017,TRUE,Approved,Norco Bicycles,Standard,medium,small,586.45,$521.94,33429
19,Sorcha,Keyson,Female,76,15-04-2001,22,Geological Engineer,Manufacturing,High Net Worth,N,No,1,59 Spaight Circle,2233,New South Wales,Australia,9,4664,4664,7,31-01-2017,FALSE,Approved,Giant Bicycles,Standard,medium,small,1311.44,"$1,167.18",33888
19,Sorcha,Keyson,Female,76,15-04-2001,22,Geological Engineer,Manufacturing,High Net Worth,N,No,1,59 Spaight Circle,2233,New South Wales,Australia,9,14850,14850,87,25-03-2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,1636.9,$44.71,40410
20,Basile,Firth,Male,72,13-08-1980,43,Project Manager,Manufacturing,Mass Customer,N,No,11,032 Bartelt Crossing,2444,New South Wales,Australia,8,6657,6657,4,01-11-2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1129.13,$677.48,37698
20,Basile,Firth,Male,72,13-08-1980,43,Project Manager,Manufacturing,Mass Customer,N,No,11,032 Bartelt Crossing,2444,New South Wales,Australia,8,11330,11330,94,29-11-2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,1635.3,$993.66,39427
20,Basile,Firth,Male,72,13-08-1980,43,Project Manager,Manufacturing,Mass Customer,N,No,11,032 Bartelt Crossing,2444,New South Wales,Australia,8,14766,14766,48,20-11-2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1762.96,$950.52,42688
20,Basile,Firth,Male,72,13-08-1980,43,Project Manager,Manufacturing,Mass Customer,N,No,11,032 Bartelt Crossing,2444,New South Wales,Australia,8,18030,18030,3,11-06-2017,FALSE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,37499
21,Mile,Cammocke,Male,74,20-09-1980,43,Safety Technician I,Manufacturing,Affluent Customer,N,Yes,16,18 Jenna Center,2650,New South Wales,Australia,7,2932,2932,37,17-08-2017,TRUE,Approved,OHM Cycles,Standard,low,medium,1793.43,$248.82,36361
21,Mile,Cammocke,Male,74,20-09-1980,43,Safety Technician I,Manufacturing,Affluent Customer,N,Yes,16,18 Jenna Center,2650,New South Wales,Australia,7,4778,4778,3,22-10-2017,FALSE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,41701
21,Mile,Cammocke,Male,74,20-09-1980,43,Safety Technician I,Manufacturing,Affluent Customer,N,Yes,16,18 Jenna Center,2650,New South Wales,Australia,7,8915,8915,72,24-12-2017,FALSE,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30,41922
21,Mile,Cammocke,Male,74,20-09-1980,43,Safety Technician I,Manufacturing,Affluent Customer,N,Yes,16,18 Jenna Center,2650,New South Wales,Australia,7,14115,14115,25,12-02-2017,TRUE,Approved,Giant Bicycles,Road,medium,medium,1538.99,$829.65,36334
21,Mile,Cammocke,Male,74,20-09-1980,43,Safety Technician I,Manufacturing,Affluent Customer,N,Yes,16,18 Jenna Center,2650,New South Wales,Australia,7,19616,19616,16,17-11-2017,FALSE,Approved,Norco Bicycles,Standard,high,small,1661.92,"$1,479.11",34165
24,Kim,Skpsey,Female,55,03-12-1977,46,Research Assistant I,Argiculture,Mass Customer,N,Yes,15,3 Cordelia Plaza,2153,New South Wales,Australia,10,9249,9249,52,13-11-2017,TRUE,Approved,OHM Cycles,Road,medium,medium,1280.28,$829.51,39915
24,Kim,Skpsey,Female,55,03-12-1977,46,Research Assistant I,Argiculture,Mass Customer,N,Yes,15,3 Cordelia Plaza,2153,New South Wales,Australia,10,14099,14099,89,12-10-2017,FALSE,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74,38482
24,Kim,Skpsey,Female,55,03-12-1977,46,Research Assistant I,Argiculture,Mass Customer,N,Yes,15,3 Cordelia Plaza,2153,New South Wales,Australia,10,15874,15874,11,13-05-2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39880
24,Kim,Skpsey,Female,55,03-12-1977,46,Research Assistant I,Argiculture,Mass Customer,N,Yes,15,3 Cordelia Plaza,2153,New South Wales,Australia,10,15926,15926,2,25-01-2017,FALSE,Approved,Solex,Standard,medium,medium,71.49,$53.62,41167
24,Kim,Skpsey,Female,55,03-12-1977,46,Research Assistant I,Argiculture,Mass Customer,N,Yes,15,3 Cordelia Plaza,2153,New South Wales,Australia,10,19078,19078,40,31-10-2017,FALSE,Approved,OHM Cycles,Standard,high,medium,1458.17,$874.90,39526
24,Kim,Skpsey,Female,55,03-12-1977,46,Research Assistant I,Argiculture,Mass Customer,N,Yes,15,3 Cordelia Plaza,2153,New South Wales,Australia,10,19263,19263,76,05-10-2017,TRUE,Approved,WeareA2B,Standard,low,medium,642.31,$513.85,40553
25,Geoff,Assaf,Male,72,02-12-1976,47,Accounting Assistant III,Financial Services,Mass Customer,N,Yes,21,28 5th Center,4413,QLD,Australia,3,2354,2354,53,04-03-2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,795.34,$101.58,42172
25,Geoff,Assaf,Male,72,02-12-1976,47,Accounting Assistant III,Financial Services,Mass Customer,N,Yes,21,28 5th Center,4413,QLD,Australia,3,4309,4309,39,23-05-2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,1812.75,$582.48,38991
25,Geoff,Assaf,Male,72,02-12-1976,47,Accounting Assistant III,Financial Services,Mass Customer,N,Yes,21,28 5th Center,4413,QLD,Australia,3,5770,5770,41,04-09-2017,TRUE,Approved,Solex,Road,medium,medium,416.98,$312.74,39526
25,Geoff,Assaf,Male,72,02-12-1976,47,Accounting Assistant III,Financial Services,Mass Customer,N,Yes,21,28 5th Center,4413,QLD,Australia,3,6552,6552,54,15-04-2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1292.84,$13.44,42295
25,Geoff,Assaf,Male,72,02-12-1976,47,Accounting Assistant III,Financial Services,Mass Customer,N,Yes,21,28 5th Center,4413,QLD,Australia,3,7196,7196,18,23-11-2017,FALSE,Approved,Solex,Standard,medium,medium,575.27,$431.45,40670
25,Geoff,Assaf,Male,72,02-12-1976,47,Accounting Assistant III,Financial Services,Mass Customer,N,Yes,21,28 5th Center,4413,QLD,Australia,3,9193,9193,6,17-09-2017,FALSE,Approved,OHM Cycles,Standard,high,medium,227.88,$136.73,37838
25,Geoff,Assaf,Male,72,02-12-1976,47,Accounting Assistant III,Financial Services,Mass Customer,N,Yes,21,28 5th Center,4413,QLD,Australia,3,10224,10224,59,10-07-2017,FALSE,Approved,Solex,Standard,medium,large,1061.56,$733.58,36146
25,Geoff,Assaf,Male,72,02-12-1976,47,Accounting Assistant III,Financial Services,Mass Customer,N,Yes,21,28 5th Center,4413,QLD,Australia,3,11765,11765,6,08-03-2017,TRUE,Approved,OHM Cycles,Standard,high,medium,227.88,$136.73,38258
25,Geoff,Assaf,Male,72,02-12-1976,47,Accounting Assistant III,Financial Services,Mass Customer,N,Yes,21,28 5th Center,4413,QLD,Australia,3,15291,15291,28,01-04-2017,TRUE,Approved,Norco Bicycles,Standard,medium,small,1216.14,"$1,082.36",39031
25,Geoff,Assaf,Male,72,02-12-1976,47,Accounting Assistant III,Financial Services,Mass Customer,N,Yes,21,28 5th Center,4413,QLD,Australia,3,16026,16026,22,08-02-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,60.34,$45.26,42696
25,Geoff,Assaf,Male,72,02-12-1976,47,Accounting Assistant III,Financial Services,Mass Customer,N,Yes,21,28 5th Center,4413,QLD,Australia,3,17826,17826,78,25-12-2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,1765.3,$709.48,35455
25,Geoff,Assaf,Male,72,02-12-1976,47,Accounting Assistant III,Financial Services,Mass Customer,N,Yes,21,28 5th Center,4413,QLD,Australia,3,19252,19252,67,01-12-2017,TRUE,Approved,Norco Bicycles,Road,medium,medium,544.05,$376.84,37499
26,Trixi,Ginnelly,Female,12,10-06-1978,45,Editor,Financial Services,Mass Customer,N,Yes,16,52 Carey Alley,4740,QLD,Australia,5,3749,3749,96,15-04-2017,TRUE,Approved,WeareA2B,Road,low,small,1172.78,"$1,043.77",38002
26,Trixi,Ginnelly,Female,12,10-06-1978,45,Editor,Financial Services,Mass Customer,N,Yes,16,52 Carey Alley,4740,QLD,Australia,5,7674,7674,80,02-04-2017,TRUE,Approved,OHM Cycles,Touring,low,medium,1073.07,$933.84,35667
27,Garvin,Klees,Male,37,25-09-1978,45,Research Nurse,Health,Mass Customer,N,Yes,12,96 Texas Plaza,3218,VIC,Australia,7,5053,5053,45,25-07-2017,FALSE,Approved,Solex,Standard,medium,medium,441.49,$84.99,38991
27,Garvin,Klees,Male,37,25-09-1978,45,Research Nurse,Health,Mass Customer,N,Yes,12,96 Texas Plaza,3218,VIC,Australia,7,5662,5662,92,28-05-2017,TRUE,Approved,WeareA2B,Standard,medium,small,1415.01,"$1,259.36",36833
27,Garvin,Klees,Male,37,25-09-1978,45,Research Nurse,Health,Mass Customer,N,Yes,12,96 Texas Plaza,3218,VIC,Australia,7,5970,5970,15,18-06-2017,FALSE,Approved,Norco Bicycles,Standard,low,medium,958.74,$748.90,41345
27,Garvin,Klees,Male,37,25-09-1978,45,Research Nurse,Health,Mass Customer,N,Yes,12,96 Texas Plaza,3218,VIC,Australia,7,11751,11751,28,09-08-2017,FALSE,Approved,Norco Bicycles,Standard,medium,small,1216.14,"$1,082.36",42696
27,Garvin,Klees,Male,37,25-09-1978,45,Research Nurse,Health,Mass Customer,N,Yes,12,96 Texas Plaza,3218,VIC,Australia,7,13771,13771,79,23-07-2017,FALSE,Approved,Norco Bicycles,Standard,medium,medium,1555.58,$818.01,35455
28,Fee,Zellmer,Male,5,30-09-1973,50,Senior Quality Engineer,Health,Affluent Customer,N,Yes,21,48 Eagan Avenue,4868,QLD,Australia,4,7048,7048,63,08-10-2017,TRUE,Approved,Solex,Standard,medium,medium,1483.2,$99.59,33879
28,Fee,Zellmer,Male,5,30-09-1973,50,Senior Quality Engineer,Health,Affluent Customer,N,Yes,21,48 Eagan Avenue,4868,QLD,Australia,4,7775,7775,72,23-01-2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30,41922
28,Fee,Zellmer,Male,5,30-09-1973,50,Senior Quality Engineer,Health,Affluent Customer,N,Yes,21,48 Eagan Avenue,4868,QLD,Australia,4,8139,8139,70,31-01-2017,TRUE,Approved,Trek Bicycles,Standard,high,medium,495.72,$297.43,34996
28,Fee,Zellmer,Male,5,30-09-1973,50,Senior Quality Engineer,Health,Affluent Customer,N,Yes,21,48 Eagan Avenue,4868,QLD,Australia,4,8422,8422,19,21-07-2017,TRUE,Approved,OHM Cycles,Road,high,large,12.01,$7.21,34244
28,Fee,Zellmer,Male,5,30-09-1973,50,Senior Quality Engineer,Health,Affluent Customer,N,Yes,21,48 Eagan Avenue,4868,QLD,Australia,4,11105,11105,26,20-04-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1992.93,$762.63,33888
28,Fee,Zellmer,Male,5,30-09-1973,50,Senior Quality Engineer,Health,Affluent Customer,N,Yes,21,48 Eagan Avenue,4868,QLD,Australia,4,13007,13007,82,16-07-2017,FALSE,Approved,Norco Bicycles,Standard,high,medium,1148.64,$689.18,38339
29,Mona,Sancraft,Female,62,22-06-1968,55,Safety Technician III,Manufacturing,Mass Customer,N,No,19,9 Buell Park,4116,QLD,Australia,7,7093,7093,84,22-08-2017,FALSE,Approved,Trek Bicycles,Road,medium,medium,290.62,$215.14,38339
29,Mona,Sancraft,Female,62,22-06-1968,55,Safety Technician III,Manufacturing,Mass Customer,N,No,19,9 Buell Park,4116,QLD,Australia,7,7691,7691,65,12-10-2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1807.45,$778.69,42145
29,Mona,Sancraft,Female,62,22-06-1968,55,Safety Technician III,Manufacturing,Mass Customer,N,No,19,9 Buell Park,4116,QLD,Australia,7,10676,10676,53,04-01-2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,795.34,$101.58,35470
29,Mona,Sancraft,Female,62,22-06-1968,55,Safety Technician III,Manufacturing,Mass Customer,N,No,19,9 Buell Park,4116,QLD,Australia,7,14982,14982,38,08-12-2017,TRUE,Approved,Solex,Standard,medium,medium,1577.53,$826.51,40618
29,Mona,Sancraft,Female,62,22-06-1968,55,Safety Technician III,Manufacturing,Mass Customer,N,No,19,9 Buell Park,4116,QLD,Australia,7,16431,16431,44,30-08-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1769.64,$108.76,40672
29,Mona,Sancraft,Female,62,22-06-1968,55,Safety Technician III,Manufacturing,Mass Customer,N,No,19,9 Buell Park,4116,QLD,Australia,7,19016,19016,80,10-04-2017,TRUE,Approved,OHM Cycles,Touring,low,medium,1073.07,$933.84,35455
29,Mona,Sancraft,Female,62,22-06-1968,55,Safety Technician III,Manufacturing,Mass Customer,N,No,19,9 Buell Park,4116,QLD,Australia,7,19532,19532,46,25-01-2017,FALSE,Approved,Solex,Standard,low,medium,1289.85,$74.51,39427
31,Star,Praton,Female,3,24-11-1962,61,Staff Accountant III,Telecommunications,High Net Worth,N,Yes,14,2294 Pleasure Place,2135,New South Wales,Australia,12,4321,4321,99,21-03-2017,FALSE,Approved,Trek Bicycles,Road,low,small,1720.7,"$1,531.42",41064
31,Star,Praton,Female,3,24-11-1962,61,Staff Accountant III,Telecommunications,High Net Worth,N,Yes,14,2294 Pleasure Place,2135,New South Wales,Australia,12,11652,11652,22,15-07-2017,TRUE,Approved,Solex,Standard,medium,medium,575.27,$431.45,42404
31,Star,Praton,Female,3,24-11-1962,61,Staff Accountant III,Telecommunications,High Net Worth,N,Yes,14,2294 Pleasure Place,2135,New South Wales,Australia,12,14858,14858,0,02-10-2017,TRUE,Approved,Solex,Standard,medium,medium,71.49,$53.62,38573
32,Marion,Vanichkin,Female,17,20-04-1995,28,Legal Assistant,Manufacturing,Affluent Customer,N,No,4,2951 Petterle Place,2756,New South Wales,Australia,9,4734,4734,21,12-04-2017,TRUE,Approved,Solex,Standard,medium,large,1071.23,$380.74,35160
32,Marion,Vanichkin,Female,17,20-04-1995,28,Legal Assistant,Manufacturing,Affluent Customer,N,No,4,2951 Petterle Place,2756,New South Wales,Australia,9,8735,8735,25,14-08-2017,FALSE,Approved,Giant Bicycles,Road,medium,medium,1538.99,$829.65,42404
32,Marion,Vanichkin,Female,17,20-04-1995,28,Legal Assistant,Manufacturing,Affluent Customer,N,No,4,2951 Petterle Place,2756,New South Wales,Australia,9,10210,10210,97,09-05-2017,FALSE,Approved,Solex,Standard,medium,large,202.62,$151.96,42458
32,Marion,Vanichkin,Female,17,20-04-1995,28,Legal Assistant,Manufacturing,Affluent Customer,N,No,4,2951 Petterle Place,2756,New South Wales,Australia,9,15069,15069,43,14-01-2017,FALSE,Approved,Solex,Standard,medium,medium,1151.96,$649.49,36498
32,Marion,Vanichkin,Female,17,20-04-1995,28,Legal Assistant,Manufacturing,Affluent Customer,N,No,4,2951 Petterle Place,2756,New South Wales,Australia,9,15346,15346,94,01-06-2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,1635.3,$993.66,41434
32,Marion,Vanichkin,Female,17,20-04-1995,28,Legal Assistant,Manufacturing,Affluent Customer,N,No,4,2951 Petterle Place,2756,New South Wales,Australia,9,15922,15922,8,05-05-2017,FALSE,Approved,Solex,Road,medium,small,1703.52,"$1,516.13",40649
35,Margaretha,Strettle,Female,40,28-09-1963,60,Information Systems Manager,Health,High Net Worth,N,Yes,16,34 Russell Plaza,4127,QLD,Australia,6,3417,3417,70,30-03-2017,FALSE,Approved,Norco Bicycles,Road,medium,medium,1036.59,$206.35,40553
35,Margaretha,Strettle,Female,40,28-09-1963,60,Information Systems Manager,Health,High Net Worth,N,Yes,16,34 Russell Plaza,4127,QLD,Australia,6,5637,5637,98,23-06-2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,795.34,$101.58,42710
35,Margaretha,Strettle,Female,40,28-09-1963,60,Information Systems Manager,Health,High Net Worth,N,Yes,16,34 Russell Plaza,4127,QLD,Australia,6,15032,15032,15,28-03-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1292.84,$13.44,35667
35,Margaretha,Strettle,Female,40,28-09-1963,60,Information Systems Manager,Health,High Net Worth,N,Yes,16,34 Russell Plaza,4127,QLD,Australia,6,17891,17891,27,29-09-2017,FALSE,Approved,Trek Bicycles,Standard,low,medium,1057.51,$154.40,35052
